Key,Context,Example,Source,en-us
Studio.Common.Action.PauseCurrentClient,,,Pause Physics: Client,Pause Physics: Client
Studio.Common.Action.PauseCurrentServer,,,Pause Physics: Server,Pause Physics: Server
Studio.Common.Action.ResumeAllPhysics,,,Resume Physics: All,Resume Physics: All
Studio.Common.Action.ResumeScripts,,,Resume Scripts,Resume Scripts
Studio.Common.Action.ResumeCurrentPhysics,,,Resume Physics: Current,Resume Physics: Current
Studio.Common.Action.ResumeCurrentClient,,,Resume Physics: Client,Resume Physics: Client
Studio.Common.Action.ResumeCurrentServer,,,Resume Physics: Server,Resume Physics: Server
Studio.Common.Action.StepForwardPhysicsClient,,,Step Forward Physics: Client,Step Forward Physics: Client
Studio.Common.Action.StepForwardPhysicsCurrent,,,Step Forward Physics: Current,Step Forward Physics: Current
Studio.Common.Action.StepForwardPhysicsServer,,,Step Forward Physics: Server,Step Forward Physics: Server
Studio.Common.Action.StepForward,,,Step Forward Physics: All,Step Forward Physics: All
Studio.Common.Input.NumberErrorBetween,,,Please enter a number between {minRange:int} and {maxRange:int}.,Please enter a number between {minRange:int} and {maxRange:int}.
Studio.Common.Input.NumberErrorBelow,,,Please enter a number up to {maxRange:int}.,Please enter a number up to {maxRange:int}.
Studio.Common.Input.NumberErrorAbove,,,Please enter a number that is at least {minRange:int}.,Please enter a number that is at least {minRange:int}.
Studio.Common.Action.AvatarSettings,,,Avatar Settings,Avatar Settings
Studio.Common.Action.DynamicHeadQA,,,Dynamic Head QA,Dynamic Head QA
Studio.TerrainToolsV2.Action.Apply,,,Apply,Apply
Studio.TerrainToolsV2.Action.Back,,,Back,Back
Studio.TerrainToolsV2.Action.Cancel,,,Cancel,Cancel
Studio.TerrainToolsV2.Action.Clear,,,Clear,Clear
Studio.TerrainToolsV2.Action.Close,,,Close,Close
Studio.TerrainToolsV2.Action.Continue,,,Continue,Continue
Studio.TerrainToolsV2.Action.Create,,,Create,Create
Studio.TerrainToolsV2.Action.Cut,,,Cut,Cut
Studio.TerrainToolsV2.Action.Edit,,,Edit,Edit
Studio.TerrainToolsV2.Action.Exit,,,Exit,Exit
Studio.TerrainToolsV2.Action.File,,,File,File
Studio.TerrainToolsV2.Action.Find,,,Find,Find
Studio.TerrainToolsV2.Action.Goto,,,Goto,Goto
Studio.TerrainToolsV2.Action.Help,,,Help,Help
Studio.TerrainToolsV2.Action.Home,,,Home,Home
Studio.TerrainToolsV2.Action.Ignore,,,Ignore,Ignore
Studio.TerrainToolsV2.Action.Insert,,,Insert,Insert
Studio.TerrainToolsV2.Action.New,,,New,New
Studio.TerrainToolsV2.Action.Next,,,Next,Next
Studio.TerrainToolsV2.Action.No,,,No,No
Studio.TerrainToolsV2.Action.OK,,,OK,OK
Studio.TerrainToolsV2.Action.Okay,,,Okay,Okay
Studio.TerrainToolsV2.Action.Open,,,Open,Open
Studio.TerrainToolsV2.Action.Pause,,,Pause,Pause
Studio.TerrainToolsV2.Action.Play,,,Play,Play
Studio.TerrainToolsV2.Action.Previous,,,Previous,Previous
Studio.TerrainToolsV2.Action.Redo,,,Redo,Redo
Studio.TerrainToolsV2.Action.Reload,,,Reload,Reload
Studio.TerrainToolsV2.Action.Remove,,,Remove,Remove
Studio.TerrainToolsV2.Action.Rename,,,Rename,Rename
Studio.TerrainToolsV2.Action.Replace,,,Replace,Replace
Studio.TerrainToolsV2.Action.Reset,,,Reset,Reset
Studio.TerrainToolsV2.Action.Retry,,,Retry,Retry
Studio.TerrainToolsV2.Action.Save,,,Save,Save
Studio.TerrainToolsV2.Action.Share,,,Share,Share
Studio.TerrainToolsV2.Action.Stop,,,Stop,Stop
Studio.TerrainToolsV2.Action.Undo,,,Undo,Undo
Studio.TerrainToolsV2.Action.Update,,,Update,Update
Studio.TerrainToolsV2.Action.Yes,,,Yes,Yes
Studio.TerrainToolsV2.AssetIdSelector.PlaceHolderText,,,Select game asset image,Select game asset image
Studio.TerrainToolsV2.BrushSettings.Advanced,,,Advanced,Advanced
Studio.TerrainToolsV2.BrushSettings.Auto,,,Auto,Auto
Studio.TerrainToolsV2.BrushSettings.BaseSize,,,Base Size,Base Size
Studio.TerrainToolsV2.BrushSettings.BottomPivot,,,Bot,Bot
Studio.TerrainToolsV2.BrushSettings.BrushSettings,,,Brush Settings,Brush Settings
Studio.TerrainToolsV2.BrushSettings.CenterPivot,,,Cen,Cen
Studio.TerrainToolsV2.BrushSettings.FlattenMode,,,Flatten Mode,Flatten Mode
Studio.TerrainToolsV2.BrushSettings.IgnoreWater,,,Ignore Water,Ignore Water
Studio.TerrainToolsV2.BrushSettings.Material,,,Material,Material
Studio.TerrainToolsV2.BrushSettings.PivotPosition,,,Pivot Position,Pivot Position
Studio.TerrainToolsV2.BrushSettings.PlaneLock,,,Plane Lock,Plane Lock
Studio.TerrainToolsV2.BrushSettings.FixedPlane,,,Fixed Plane,Fixed Plane
Studio.TerrainToolsV2.BrushSettings.PlanePosition,,,Plane Position,Plane Position
Studio.TerrainToolsV2.BrushSettings.Shape,,,Shape,Shape
Studio.TerrainToolsV2.BrushSettings.Size,,,Size,Size
Studio.TerrainToolsV2.BrushSettings.SnapToGrid,,,Snap to Grid,Snap to Grid
Studio.TerrainToolsV2.BrushSettings.Strength,,,Strength,Strength
Studio.TerrainToolsV2.BrushSettings.TopPivot,,,Top,Top
Studio.TerrainToolsV2.EditSettings.EditSettings,,,Edit Settings,Edit Settings
Studio.TerrainToolsV2.EditSettings.MergeEmpty,,,Merge Empty,Merge Empty
Studio.TerrainToolsV2.Example.ErrorAnUnexpectedThing,,,"An unexpected thing happened, try again","An unexpected thing happened, try again"
Studio.TerrainToolsV2.Generate.BiomeArctic,,,Arctic,Arctic
Studio.TerrainToolsV2.Generate.BiomeCanyons,,,Canyons,Canyons
Studio.TerrainToolsV2.Generate.BiomeDunes,,,Dunes,Dunes
Studio.TerrainToolsV2.Generate.BiomeHills,,,Hills,Hills
Studio.TerrainToolsV2.Generate.BiomeLavascape,,,Lavascape,Lavascape
Studio.TerrainToolsV2.Generate.BiomeMarsh,,,Marsh,Marsh
Studio.TerrainToolsV2.Generate.BiomeMountains,,,Mountains,Mountains
Studio.TerrainToolsV2.Generate.BiomePlains,,,Plains,Plains
Studio.TerrainToolsV2.Generate.Biomes,,,Biomes,Biomes
Studio.TerrainToolsV2.Generate.BiomeSize,,,Biome Size,Biome Size
Studio.TerrainToolsV2.Generate.BiomesSettings,,,Biomes Settings,Biomes Settings
Studio.TerrainToolsV2.Generate.BiomeWater,,,Water,Water
Studio.TerrainToolsV2.Generate.ButtonGenerate,,,Generate,Generate
Studio.TerrainToolsV2.Generate.Caves,,,Caves,Caves
Studio.TerrainToolsV2.Generate.MapSize,,,Map Size,Map Size
Studio.TerrainToolsV2.Generate.OtherSettings,,,Other Settings,Other Settings
Studio.TerrainToolsV2.Generate.Seed,,,Seed,Seed
Studio.TerrainToolsV2.Main.Title,,,Terrain Editor,Terrain Editor
Studio.TerrainToolsV2.Main.ToolbarButton,,,Editor,Editor
Studio.TerrainToolsV2.Main.Tooltip,,,"Add, remove, and modify terrain","Add, remove, and modify terrain"
Studio.TerrainToolsV2.MainButtons.AddTooltip,,,Click and hold to add terrain.,Click and hold to add terrain.
Studio.TerrainToolsV2.MainButtons.ClearTooltip,,,Clear all Terrain.,Clear all Terrain.
Studio.TerrainToolsV2.MainButtons.ErodeTooltip,,,Click and hold to erode and remove terrain.,Click and hold to erode and remove terrain.
Studio.TerrainToolsV2.MainButtons.GenerateTooltip,,,Generate landscapes of terrain.,Generate landscapes of terrain.
Studio.TerrainToolsV2.MainButtons.GrowTooltip,,,Click and hold to grow and expand terrain.,Click and hold to grow and expand terrain.
Studio.TerrainToolsV2.MainButtons.Import,,,Import,Import
Studio.TerrainToolsV2.MainButtons.ImportTooltip,,,Import a HeightMap and ColorMap.,Import a HeightMap and ColorMap.
Studio.TerrainToolsV2.MainButtons.PaintTooltip,,,Paint the material of the terrain.,Paint the material of the terrain.
Studio.TerrainToolsV2.MainButtons.RegionsTooltip,,,Manipulate regions of smooth terrain.,Manipulate regions of smooth terrain.
Studio.TerrainToolsV2.MainButtons.SmoothTooltip,,,Brush to smooth out rough or jagged terrain.,Brush to smooth out rough or jagged terrain.
Studio.TerrainToolsV2.MainButtons.SubtractTooltip,,,Click and hold to remove terrain.,Click and hold to remove terrain.
Studio.TerrainToolsV2.MapSettings.HeightMap,,,Height Map,Height Map
Studio.TerrainToolsV2.MapSettings.MapSettings,,,Map Settings,Map Settings
Studio.TerrainToolsV2.MapSettings.Position,,,Position,Position
Studio.TerrainToolsV2.MapSettings.Size,,,Size,Size
Studio.TerrainToolsV2.Materials.Asphalt,,,Asphalt,Asphalt
Studio.TerrainToolsV2.Materials.Basalt,,,Basalt,Basalt
Studio.TerrainToolsV2.Materials.Brick,,,Brick,Brick
Studio.TerrainToolsV2.Materials.Cobblestone,,,Cobblestone,Cobblestone
Studio.TerrainToolsV2.Materials.Concrete,,,Concrete,Concrete
Studio.TerrainToolsV2.Materials.CrackedLava,,,Cracked Lava,Cracked Lava
Studio.TerrainToolsV2.Materials.Glacier,,,Glacier,Glacier
Studio.TerrainToolsV2.Materials.Grass,,,Grass,Grass
Studio.TerrainToolsV2.Materials.Ground,,,Ground,Ground
Studio.TerrainToolsV2.Materials.Ice,,,Ice,Ice
Studio.TerrainToolsV2.Materials.LeafyGrass,,,Leafy Grass,Leafy Grass
Studio.TerrainToolsV2.Materials.Limestone,,,Limestone,Limestone
Studio.TerrainToolsV2.Materials.Mud,,,Mud,Mud
Studio.TerrainToolsV2.Materials.Pavement,,,Pavement,Pavement
Studio.TerrainToolsV2.Materials.Rock,,,Rock,Rock
Studio.TerrainToolsV2.Materials.Salt,,,Salt,Salt
Studio.TerrainToolsV2.Materials.Sand,,,Sand,Sand
Studio.TerrainToolsV2.Materials.Sandstone,,,Sandstone,Sandstone
Studio.TerrainToolsV2.Materials.Slate,,,Slate,Slate
Studio.TerrainToolsV2.Materials.Snow,,,Snow,Snow
Studio.TerrainToolsV2.Materials.Water,,,Water,Water
Studio.TerrainToolsV2.Materials.WoodPlanks,,,Wood Planks,Wood Planks
Studio.TerrainToolsV2.MaterialSettings.AutoMaterial,,,Auto Material,Auto Material
Studio.TerrainToolsV2.MaterialSettings.ChooseBiome,,,Choose Biomes to apply,Choose Biomes to apply
Studio.TerrainToolsV2.MaterialSettings.ChooseMaterial,,,Choose a material to apply,Choose a material to apply
Studio.TerrainToolsV2.MaterialSettings.MaterialSettings,,,Material Settings,Material Settings
Studio.TerrainToolsV2.MaterialSettings.UseColorMap,,,Use ColorMap,Use ColorMap
Studio.TerrainToolsV2.Meta.PluginButtonEditor,,,Editor,Editor
Studio.TerrainToolsV2.Meta.PluginButtonEditorTooltip,,,"Add, remove, and modify terrain","Add, remove, and modify terrain"
Studio.TerrainToolsV2.Meta.PluginDescription,,,"Add, remove, and modify terrain","Add, remove, and modify terrain"
Studio.TerrainToolsV2.Meta.PluginName,,,TerrainToolsV2,TerrainToolsV2
Studio.TerrainToolsV2.Meta.ToolbarName,,,Terrain,Terrain
Studio.TerrainToolsV2.Regions.EditTools,,,Edit Tools,Edit Tools
Studio.TerrainToolsV2.Regions.FillSelection,,,Fill Selection,Fill Selection
Studio.TerrainToolsV2.Regions.Tools,,,Tools,Tools
Studio.TerrainToolsV2.Tab.Build,,,Build,Build
Studio.TerrainToolsV2.Tab.Create,,,Create,Create
Studio.TerrainToolsV2.Tab.Paint,,,Paint,Paint
Studio.TerrainToolsV2.Tab.Region,,,Region,Region
Studio.TerrainToolsV2.Tab.Sculpt,,,Sculpt,Sculpt
Studio.TerrainToolsV2.ToolName.Add,,,Add,Add
Studio.TerrainToolsV2.ToolName.Clear,,,Clear,Clear
Studio.TerrainToolsV2.ToolName.Copy,,,Copy,Copy
Studio.TerrainToolsV2.ToolName.Delete,,,Delete,Delete
Studio.TerrainToolsV2.ToolName.Erode,,,Erode,Erode
Studio.TerrainToolsV2.ToolName.Fill,,,Fill,Fill
Studio.TerrainToolsV2.ToolName.Flatten,,,Flatten,Flatten
Studio.TerrainToolsV2.ToolName.Generate,,,Generate,Generate
Studio.TerrainToolsV2.ToolName.Grow,,,Grow,Grow
Studio.TerrainToolsV2.ToolName.Import,,,Import,Import
Studio.TerrainToolsV2.ToolName.Move,,,Move,Move
Studio.TerrainToolsV2.ToolName.Paint,,,Paint,Paint
Studio.TerrainToolsV2.ToolName.Paste,,,Paste,Paste
Studio.TerrainToolsV2.ToolName.Regions,,,Regions,Regions
Studio.TerrainToolsV2.ToolName.Resize,,,Resize,Resize
Studio.TerrainToolsV2.ToolName.Rotate,,,Rotate,Rotate
Studio.TerrainToolsV2.ToolName.SeaLevel,,,Sea Level,Sea Level
Studio.TerrainToolsV2.ToolName.Select,,,Select,Select
Studio.TerrainToolsV2.ToolName.Smooth,,,Smooth,Smooth
Studio.TerrainToolsV2.ToolName.Subtract,,,Subtract,Subtract
Studio.TerrainToolsV2.Warning.AwaitingModeration,,,Awaiting asset moderation.,Awaiting asset moderation.
Studio.TerrainToolsV2.Warning.InvalidHeightMap,,,Valid HeightMap required to begin importing Terrain.,Valid HeightMap required to begin importing Terrain.
Studio.TerrainToolsV2.Warning.InvalidNumber,,,Input not a valid Number.,Input not a valid Number.
Studio.TerrainToolsV2.Warning.InvalidPosition,,,Position has invalid input.,Position has invalid input.
Studio.TerrainToolsV2.Warning.InvalidSize,,,Size has invalid input.,Size has invalid input.
Studio.TerrainToolsV2.Warning.Moderated,,,Asset has been moderated.,Asset has been moderated.
Studio.TerrainToolsV2.Warning.PublishedRequired,,,Game must be published before importing terrain.,Game must be published before importing terrain.
Studio.TerrainToolsV2.Warning.RegionSizeUndefined,,,Size of region must be defined.,Size of region must be defined.
Studio.TerrainToolsV2.Warning.RequirePublishedForImport,,,Game must be published before importing terrain.,Game must be published before importing terrain.
Studio.TerrainToolsV2.ClearTool.ConfirmationMessage,,,Do you want to clear all terrain?,Do you want to clear all terrain?
Studio.TerrainToolsV2.Warning.ValidHeightMapImport,,,Valid HeightMap required to begin importing Terrain.,Valid HeightMap required to begin importing Terrain.
Studio.TerrainToolsV2.Warning.MinimumSize,,,Size cannot be less than {1:int}.,Size cannot be less than {1:int}.
Studio.TerrainToolsV2.Warning.MaximumSize,,,Size cannot be greater than {1:int}.,Size cannot be greater than {1:int}.
Studio.TerrainToolsV2.BrushSettings.Height,,,Height,Height
Studio.TerrainToolsV2.Generate.GenerationFinished,,,Generation finished: {1} seconds,Generation finished: {1} seconds
Studio.TerrainToolsV2.Generate.StartGeneration,,,Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4},Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4}
Studio.TerrainToolsV2.Tab.Edit,,,Edit,Edit
Studio.TerrainToolsV2.Warning.AlreadyGeneratingTerrain,,,Already Generating Terrain.,Already Generating Terrain.
Studio.TerrainToolsV2.Warning.ImportError,,,Error in importing terrain: {1},Error in importing terrain: {1}
Studio.TerrainToolsV2.Warning.MissingTerrain,,,Terrain instance could not be found.,Terrain instance could not be found.
Studio.TerrainToolsV2.Warning.RegionTooLarge,,,Region size is too large.,Region size is too large.
Studio.TerrainToolsV2.Warning.RegionTooSmall,,,Region size is too small.,Region size is too small.
Studio.TerrainToolsV2.SeaLevel.Start,,,Starting Replace Method,Starting Replace Method
Studio.TerrainToolsV2.SeaLevel.End,,,Replace Complete: {1:int} seconds.,Replace Complete: {1:int} seconds.
Studio.TerrainToolsV2.SeaLevel.Create,,,Create,Create
Studio.TerrainToolsV2.SeaLevel.Evaporate,,,Evaporate,Evaporate
Studio.TerrainToolsV2.ClearTool.ConfirmationTitle,,,Clear Terrain,Clear Terrain
Studio.TerrainToolsV2.Confirmation.Yes,,,Yes,Yes
Studio.TerrainToolsV2.Confirmation.No,,,No,No
Studio.TerrainToolsV2.ConvertPart.Convert,,,Convert,Convert
Studio.TerrainToolsV2.ConvertPart.ConvertFailed,,,Convert failed for instance {1},Convert failed for instance {1}
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToMaterial,,,Converting parts,Converting parts
Studio.TerrainToolsV2.ConvertPart.ConvertFinished,,,Convert finished: {1} seconds for {2:int} instance(s),Convert finished: {1} seconds for {2:int} instance(s)
Studio.TerrainToolsV2.ConvertPart.GetTargetShapes,,,Calculating shapes,Calculating shapes
Studio.TerrainToolsV2.ConvertPart.UpdateInstanceVisuals,,,Hiding parts,Hiding parts
Studio.TerrainToolsV2.ConvertPart.SelectionHelp,,,Select Parts or Models containing Parts to convert to terrain,Select Parts or Models containing Parts to convert to terrain
Studio.TerrainToolsV2.ConvertPart.HasProtected,,,Only Parts or Models containing Parts can be converted,Only Parts or Models containing Parts can be converted
Studio.TerrainToolsV2.ConvertPart.HasTooSmall,,,Parts with size dimensions below 4 studs may produce incorrect results,Parts with size dimensions below 4 studs may produce incorrect results
Studio.TerrainToolsV2.ConvertPart.HasOtherInstance,,,"Only Parts can be converted, other objects will be skipped","Only Parts can be converted, other objects will be skipped"
Studio.TerrainToolsV2.ConvertMode.Biome,,,Biome,Biome
Studio.TerrainToolsV2.ConvertMode.ConvertMode,,,Fill,Fill
Studio.TerrainToolsV2.ConvertMode.Material,,,Material,Material
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToBiome,,,Converting parts to Biome,Converting parts to Biome
Studio.TerrainToolsV2.Generate.BaseLevel,,,Base Level,Base Level
Studio.TerrainToolsV2.Materials.Air,,,Air,Air
Studio.TerrainToolsV2.PartToBiome.PartToBiome,,,Part to Biome,Part to Biome
Studio.TerrainToolsV2.PartToTerrain.PartToTerrain,,,Part to Terrain,Part to Terrain
Studio.TerrainToolsV2.ToolName.ConvertPart,,,Convert,Convert
Studio.TerrainToolsV2.Warning.UnknownAssetStatusError,,,Unable to verify asset.,Unable to verify asset.
Studio.TerrainToolsV2.Warning.UnknownShape,,,Instance shape is unknown,Instance shape is unknown
Studio.TerrainToolsV2.Warning.RequireEditModeForImport,,,Terrain importer only works in edit mode.,Terrain importer only works in edit mode.
